text,label
ברכפכמצ טא,ru_from_he
מכה,ru_from_he
to,en
one,en
xnj yt,ru_from_en
пшму ьфлу,en_from_ru
под,ru
БТРЫ ПГФМ,he_from_ru
מאוד,he
туц щк,en_from_ru
nfv,ru_from_en
j djn,ru_from_en
גאבצ,ru_from_he
who,en
GHR GO,he_from_en
ב,ru_from_he
כםר םמק,en_from_he
как,ru
ckjdj ntgthm,ru_from_en
теперь,ru
ПГФМ,he_from_ru
gthdsq kbwj,ru_from_en
сфт,en_from_ru
ds,ru_from_en
дшлу,en_from_ru
ז ולכפ,ru_from_he
из,ru
GO GUKO,he_from_en
גיאהז רכר,ru_from_he
could,en
HFUK,he_from_en
םמק טםור,en_from_he
PGO VUT,he_from_en
we,en
with,en
ljv,ru_from_en
זמן,he
рук гз,en_from_ru
нуфк,en_from_ru
первый,ru
по,ru
ФЛ,he_from_ru
איקדק,en_from_he
or,en
נשבל צק,en_from_he
׳שט,en_from_he
PGO FH,he_from_en
ТР ФЛ,he_from_ru
אהבה,he
стать,ru
סמחתד,ru_from_he
РГЫП,he_from_ru
ыру,en_from_ru
עיר,he
ещ,en_from_ru
я,ru
jyb,ru_from_en
פעם,he
rjulf,ru_from_en
рщц,en_from_ru
מי,he
משפחה,he
СЕ,he_from_ru
pf ult,ru_from_en
C DO,he_from_en
cfv cdjq,ru_from_en
and,en
ша,en_from_ru
GUKO K,he_from_en
with,en
not,en
вы,ru
היה,he
АЛ ЫКД,he_from_ru
тот,ru
bp,ru_from_en
ZV,he_from_en
מם׳ צםדא,en_from_he
он,ru
׳שמא ישהק,en_from_he
в,ru
КГЕМ,he_from_ru
cdjq vjxm,ru_from_en
друг,ru
know,en
ךםםל,en_from_he
אישא מם׳,en_from_he
TO AK,he_from_en
our,en
מה,he
KNV VHV,he_from_en
צםדא אם,en_from_he
מאעאיצ מד,ru_from_he
מק׳,en_from_he
אתה,he
בגח/ תדמצ,ru_from_he
FI CT,he_from_en
ףנפטצ,ru_from_he
blnb,ru_from_en
או,he
црут ыфн,en_from_ru
איש,he
ЯТШ,he_from_ru
rjulf,ru_from_en
еруь,en_from_ru
HU<R KNV,he_from_en
צשלק,en_from_he
GUKO KNV,he_from_en
T< T<V,he_from_en
FH NH,he_from_en
мочь,ru
YUC,he_from_en
חודא מם,en_from_he
בםצק בםצק,en_from_he
טנ חטנ,ru_from_he
םמק,en_from_he
АЫР ПЩ,he_from_ru
щерук,en_from_ru
уж,ru
АЫР ЛТМ,he_from_ru
well,en
׳שט,en_from_he
טכךח,ru_from_he
ЗПЩ,he_from_ru
АШ,he_from_ru
в,ru
כןרדא,en_from_he
THA,he_from_en
their,en
cdjq,ru_from_en
ыщ фаеук,en_from_ru
сам,ru
ckjdj gjl,ru_from_en
סמחתד,ru_from_he
מאעאיצ,ru_from_he
מםא ׳קךך,en_from_he
ANA,he_from_en
гз,en_from_ru
ЕГ ЧЗК,he_from_ru
lkz lkz,ru_from_en
ТР ТБР,he_from_ru
then,en
איןמל,en_from_he
JUAC,he_from_en
our,en
his,en
ЕРЗМ,he_from_ru
ецщ,en_from_ru
тщ,en_from_ru
׳םרל םמךט,en_from_he
he,en
they,en
מחףא עאיגד/,ru_from_he
ילד,he
GO,he_from_en
she,en
rnj,ru_from_en
ТЕГЫ РГБК,he_from_ru
כאן,he
KJO THA,he_from_en
תדמצ חטנ,ru_from_he
rnj jxtym,ru_from_en
מי,he
םמךט,en_from_he
шеы,en_from_ru
xnj,ru_from_en
ANA RUMV,he_from_en
же,ru
ЯМ,he_from_ru
здесь,ru
kbwj rjnjhsq,ru_from_en
ты,ru
КУ ПЩ,he_from_ru
מי,he
цу ше,en_from_ru
her,en
дшлу ерушк,en_from_ru
vs,ru_from_en
דרך,he
מים,he
עאיגד/ ר,ru_from_he
VHV,he_from_en
gj,ru_from_en
штещ иусфгыу,en_from_ru
צט ןכ,en_from_he
these,en
N<H,he_from_en
טוב,he
ךיקו,ru_from_he
дело,ru
фтн,en_from_ru
הד תדמצ,ru_from_he
לחם,he
חטכ פכ,ru_from_he
ntgthm blnb,ru_from_en
טכ,ru_from_he
on,en
איקרק טםור,en_from_he
фаеук щтдн,en_from_ru
אומר,he
быть,ru
умут,en_from_ru
ודק איקרק,en_from_he
ли,ru
ךכףא,ru_from_he
so,en
כרםצ דם,en_from_he
CH< JUAC,he_from_en
мочь,ru
DO,he_from_en
על,he
ק גיאהז,ru_from_he
xtkjdtr vjxm,ru_from_en
׳יןבי דם,en_from_he
הוא,he
who,en
ЕБМ ЕГТК,he_from_ru
also,en
גם שכאקר,en_from_he
все,ru
ךלז,ru_from_he
V FI,he_from_en
ше црут,en_from_ru
even,en
איקצ כןרדא,en_from_he
щерук фаеук,en_from_ru
yt,ru_from_en
חושב,he
well,en
HRJ HRJ,he_from_en
этот,ru
gjl lf;t,ru_from_en
מכה מד,ru_from_he
ерштл тщц,en_from_ru
ТФЗОМ,he_from_ru
for,en
r kbwj,ru_from_en
מחלצרח ג,ru_from_he
היה,he
ЕСЛ,he_from_ru
ים׳,en_from_he
יכפ סמחתד,ru_from_he
א׳ם,en_from_he
d pltcm,ru_from_en
ישהק אישמ,en_from_he
cnjznm,ru_from_en
ПГЛЩ М,he_from_ru
vs ujl,ru_from_en
РКО ТР,he_from_ru
NV JUAC,he_from_en
איןמל עם,en_from_he
nj,ru_from_en
СРБ ЕИР,he_from_ru
ZNI,he_from_en
הד וחך,ru_from_he
וחך,ru_from_he
דיק איקט,en_from_he
kbwj,ru_from_en
do,en
xtkjdtr,ru_from_en
ךלז,ru_from_he
Ш,en_from_ru
когда,ru
עולם,he
PGO,he_from_en
איןד,en_from_he
себя,ru
тоже,ru
ПЩ РФ,he_from_ru
ךאלח,ru_from_he
׳ןךך יקר,en_from_he
такой,ru
РЛЫ,he_from_ru
VUT,he_from_en
здесь,ru
חושב,he
מחלצרח,ru_from_he
ר,ru_from_he
шт гз,en_from_ru
באתז,ru_from_he
גיאהז רכר,ru_from_he
as,en
THPV CH<,he_from_en
ЕЩ ЯМ,he_from_ru
vtcnj,ru_from_en
she,en
איקט,en_from_he
здесь,ru
also,en
׳ןאי צםדא,en_from_he
кто,ru
תדמצ,ru_from_he
голова,ru
GO GUAV,he_from_en
with,en
ЛОЩ,he_from_ru
nj;t,ru_from_en
משפחה,he
dhtvz xtkjdtr,ru_from_en
а,ru
щгк,en_from_ru
any,en
out,en
בא,he
ЬКРД,he_from_ru
сщгдв,en_from_ru
האבמח החסצ,ru_from_he
РЛЫ,he_from_ru
tt,ru_from_en
ЕКЮ ЫСК,he_from_ru
גשט,en_from_he
במחזמצ טנ,ru_from_he
ПЩ ФЛ,he_from_ru
SCR TCK,he_from_en
דםצק ׳ים,en_from_he
people,en
ЧЗК,he_from_ru
рщц ру,en_from_ru
РФ,he_from_ru
дом,ru
KNV,he_from_en
человек,ru
זה,he
מד במכמצ,ru_from_he
у,ru
ЕРЗМ ТМ,he_from_ru
за,ru
בםצק שנםוא,en_from_he
все,ru
םכ יקר,en_from_he
רחמחיד/ רמח,ru_from_he
cnjznm,ru_from_en
ещ Ш,en_from_ru
место,ru
THL FH,he_from_en
צק,en_from_he
rfr vjxm,ru_from_en
цшер ыщ,en_from_ru
even,en
או,he
иметь,ru
цщгдв цщкл,en_from_ru
",מח מחלצרח",ru_from_he
he,en
TCK,he_from_en
אם,he
все,ru
החסצ,ru_from_he
מד,ru_from_he
ds yf,ru_from_en
РФ ОГФС,he_from_ru
ntgthm,ru_from_en
רואה,he
תדמצ,ru_from_he
dhtvz,ru_from_en
מםא,en_from_he
gj njn,ru_from_en
HU<R VUT,he_from_en
ЛЕ ОГФС,he_from_ru
ЛЕ ЯМ,he_from_ru
HUSG ANA,he_from_en
in,en
סמח,ru_from_he
then,en
עם,he
עח במכמצ,ru_from_he
ה,he
רכר ז,ru_from_he
ФТФ,he_from_ru
ybxnj,ru_from_en
hfp,ru_from_en
дело,ru
כל,he
"ct,z xnj,s",ru_from_en
ф,en_from_ru
תמיד,he
שמ,en_from_he
dtcm xnj,ru_from_en
себя,ru
two,en
XPR GFAHU,he_from_en
this,en
PGO,he_from_en
הד בלחגח,ru_from_he
ZV,he_from_en
ее,ru
вы,ru
который,ru
RE,he_from_en
ТР МРМ,he_from_ru
c,ru_from_en
have,en
первый,ru
בא,he
e crfpfnm,ru_from_en
׳קךך,en_from_he
АР Л,he_from_ru
do,en
ב,ru_from_he
ujkjdf,ru_from_en
HUO V,he_from_en
она,ru
נךמנ,ru_from_he
רחמחיד/,ru_from_he
фищге,en_from_ru
гы,en_from_ru
ujkjdf lkz,ru_from_en
ודק,en_from_he
this,en
ецщ фтв,en_from_ru
take,en
еру фдыщ,en_from_ru
быть,ru
יק למם׳,en_from_he
С ЫСК,he_from_ru
ЫКД АР,he_from_ru
there,en
лицо,ru
цщкл,en_from_ru
раз,ru
מחמ טנ,ru_from_he
ЯМ,he_from_ru
over,en
kbwj pltcm,ru_from_en
время,ru
yf pltcm,ru_from_en
ПЛ СЕ,he_from_ru
צריך,he
give,en
ןא,en_from_he
xnj,ru_from_en
עאיגד/,ru_from_he
фдыщ,en_from_ru
ерфе ше,en_from_ru
know,en
ТР КУ,he_from_ru
year,en
an,en
MRHL,he_from_en
כאן,he
tt,ru_from_en
עאיגד/ ח,ru_from_he
יקר איןד,en_from_he
םמךט מםא,en_from_he
вот,ru
N<H,he_from_en
למה,he
בלחגח,ru_from_he
тще,en_from_ru
טנ וךא,ru_from_he
этот,ru
PGO,he_from_en
КГЕМ,he_from_ru
црщ ьн,en_from_ru
TCK CT,he_from_en
КУ,he_from_ru
חטכ,ru_from_he
one,en
׳ים וד,en_from_he
ЕБМ,he_from_ru
כל,he
היה,he
NHO AO,he_from_en
ПЩ МРМ,he_from_ru
במכמצ ךאלח,ru_from_he
day,en
AO JUAC,he_from_en
ישהק,en_from_he
after,en
people,en
this,en
two,en
איפה,he
TU DO,he_from_en
שמש,he
ЕБ БТРЫ,he_from_ru
ПРК ПГФМ,he_from_ru
МРМ,he_from_ru
סמח,ru_from_he
KNV NHO,he_from_en
ckjdj,ru_from_en
AK RUTV,he_from_en
yt gj,ru_from_en
FH CH<,he_from_en
какой,ru
ףא בא/סכב,ru_from_he
СРБ,he_from_ru
тот,ru
иге еру,en_from_ru
РАГЛ ТР,he_from_ru
АЕШ,he_from_ru
ТРЩ,he_from_ru
и,ru
цу вщ,en_from_ru
day,en
טנ עאיגד/,ru_from_he
в,ru
go,en
רק,he
он,ru
сщгдв пщщв,en_from_ru
иусфгыу пшму,en_from_ru
לא,he
нщгк,en_from_ru
NAPJV,he_from_en
םאיקר שךדם,en_from_he
ыщьу сщгдв,en_from_ru
יןצ,en_from_he
גיאהז,ru_from_he
ПЛ,he_from_ru
ns,ru_from_en
gjl ;t,ru_from_en
идти,ru
work,en
NHO,he_from_en
стоять,ru
ףנפטצ,ru_from_he
ds,ru_from_en
еру фдд,en_from_ru
под,ru
נפ וךא,ru_from_he
ТФЗОМ РФ,he_from_ru
טקשר,en_from_he
year,en
ים׳,en_from_he
have,en
can,en
ФТФ ЕГ,he_from_ru
רמח,ru_from_he
БТРЫ ЕРЗМ,he_from_ru
של,he
ЫСК,he_from_ru
до,ru
some,en
go,en
XPR C,he_from_en
two,en
של,he
רוצה,he
זמן,he
היה,he
NH,he_from_en
ckjdj,ru_from_en
עחך,ru_from_he
РЛЫ ЕЩ,he_from_ru
איק,en_from_he
ךןלק שךך,en_from_he
пуе ыуу,en_from_ru
אא עח,ru_from_he
NTUS,he_from_en
ЬКРД ЧЗК,he_from_ru
ירח,he
r,ru_from_en
за,ru
ерушк,en_from_ru
או,he
kbwj yb,ru_from_en
איפה,he
сщьу,en_from_ru
РГЫП ЕБМ,he_from_ru
by,en
кто,ru
тоже,ru
FI,he_from_en
א׳ם,en_from_he
יכול,he
время,ru
תדמצ ךכףא,ru_from_he
как,ru
в,ru
если,ru
מה,he
TUNR XPR,he_from_en
щт,en_from_ru
םאיקר,en_from_he
this,en
этот,ru
ефлу еруыу,en_from_ru
גבא אבלנ,ru_from_he
ult xnj,ru_from_en
ЕБМ ЛТМ,he_from_ru
blnb yb,ru_from_en
חטנ,ru_from_he
TBH FSH,he_from_en
אתה,he
RUTV,he_from_en
тще ефлу,en_from_ru
דםצק ׳ןאי,en_from_he
most,en
tckb,ru_from_en
РАГЛ ЛТМ,he_from_ru
ты,ru
של,he
CT TBH,he_from_en
tckb kb,ru_from_en
בםוךג אם,en_from_he
ФТФ ЧЗК,he_from_ru
first,en
עםםג ׳שמא,en_from_he
new,en
חךנט ךח,ru_from_he
who,en
all,en
"xnj,s",ru_from_en
׳יןבי טםו,en_from_he
jy j,ru_from_en
РКО,he_from_ru
;t lf;t,ru_from_en
come,en
א׳ם,en_from_he
ПГФМ С,he_from_ru
פקםפךק למם׳,en_from_he
TR> CT,he_from_en
rjnjhsq rnj,ru_from_en
к,ru
רחמחיד/,ru_from_he
גחמ גחמ,ru_from_he
be,en
фдыщ,en_from_ru
שמג איןד,en_from_he
make,en
רק,he
have,en
раз,ru
גיאהז ךלז,ru_from_he
ds nfv,ru_from_en
כןרדא ׳יקמ,en_from_he
быть,ru
ךיקו פךאבצ,ru_from_he
сказать,ru
חיים,he
такой,ru
РКО,he_from_ru
other,en
me,en
но,ru
vs,ru_from_en
ерушк,en_from_ru
jy,ru_from_en
njn,ru_from_en
תדמצ,ru_from_he
HFUK,he_from_en
םכ,en_from_he
GUKO FTI,he_from_en
כאן,he
או,he
ЕБМ,he_from_ru
לנ׳ח,ru_from_he
מק׳ יןד,en_from_he
כי,he
щгк сщгдв,en_from_ru
фищге пщ,en_from_ru
МГЕ,he_from_ru
חודא טםו,en_from_he
פעם,he
jyb r,ru_from_en
want,en
I,en
think,en
זה,he
גחמ,ru_from_he
how,en
ק,ru_from_he
איך,he
щерук цшер,en_from_ru
вы,ru
NTUS,he_from_en
day,en
дело,ru
נךמנ,ru_from_he
FH,he_from_en
איןד אשלק,en_from_he
;t ;t,ru_from_en
туц ыщ,en_from_ru
ифсл,en_from_ru
RUTV FTI,he_from_en
א׳ם,en_from_he
מים,he
ецщ ше,en_from_ru
כאן,he
אהבה,he
AO,he_from_en
עכשיו,he
как,ru
GUAV,he_from_en
f,ru_from_en
איך,he
ךלז,ru_from_he
make,en
נ,ru_from_he
ерштл ершы,en_from_ru
חטכ חט,ru_from_he
ЕБ РГБК,he_from_ru
ру,en_from_ru
רכרח/,ru_from_he
ךןלק מם׳,en_from_he
в,ru
ג,ru_from_he
ФТФ,he_from_ru
MRHL HA,he_from_en
דם עם,en_from_he
j,ru_from_en
ישהק וד,en_from_he
KNV KJO,he_from_en
ЯТШ,he_from_ru
ybxnj,ru_from_en
םור למם׳,en_from_he
к,ru
איקדק,en_from_he
ТРЩ РАГЛ,he_from_ru
yf tckb,ru_from_en
vtcnj,ru_from_en
KJO NHO,he_from_en
RE,he_from_en
עושה,he
דקק,en_from_he
גשט שד,en_from_he
ult,ru_from_en
с,ru
ТФЗОМ ЕМСМ,he_from_ru
ךחה,ru_from_he
אישמ,en_from_he
כרםצ נק,en_from_he
רכרח/ מחמ,ru_from_he
KT NHO,he_from_en
could,en
טקשר ׳םוךג,en_from_he
all,en
T<,he_from_en
'njn,ru_from_en
זה,he
בא,he
СЕ,he_from_ru
АР,he_from_ru
АЫР,he_from_ru
тщц,en_from_ru
глаз,ru
מאוד,he
into,en
עולם,he
когда,ru
цфн,en_from_ru
from,en
רחוךכ במחזמצ,ru_from_he
М ЛОЩ,he_from_ru
ещ,en_from_ru
пщщв,en_from_ru
тот,ru
כן,he
צט םור,en_from_he
איך,he
ןמאם,en_from_he
עןהק איקןר,en_from_he
נךמנ,ru_from_he
njkmrj,ru_from_en
מי,he
СЕ,he_from_ru
цу,en_from_ru
all,en
ב,ru_from_he
אישמ ׳םוךג,en_from_he
ыру,en_from_ru
фт нщг,en_from_ru
xtkjdtr vs,ru_from_en
ецщ,en_from_ru
טכ,ru_from_he
j,ru_from_en
ыщьу ыщ,en_from_ru
весь,ru
ПЛ КУ,he_from_ru
yb,ru_from_en
out,en
first,en
jxtym,ru_from_en
мочь,ru
עיר,he
ничто,ru
צק,en_from_he
раз,ru
if,en
נקבשודק,en_from_he
ckjdj,ru_from_en
",snm pltcm",ru_from_en
ukfp,ru_from_en
מכה בא/סכב,ru_from_he
חט,ru_from_he
о,ru
МРМ ТР,he_from_ru
hfp rfr,ru_from_en
тот,ru
THPV TU,he_from_en
איקצ א׳ם,en_from_he
או,he
איקןר,en_from_he
like,en
JHHO,he_from_en
AO,he_from_en
ЛЕ,he_from_ru
ПГЛЩ,he_from_ru
make,en
rfr rjnjhsq,ru_from_en
come,en
ЫКД,he_from_ru
ешьу,en_from_ru
фищге ифсл,en_from_ru
нщг,en_from_ru
רכרח/ רחמחיד/,ru_from_he
CH<,he_from_en
JHHO KNV,he_from_en
want,en
TBH ZNI,he_from_en
נט עקא,en_from_he
work,en
סמחתד,ru_from_he
גיאהז סאלחגאר,ru_from_he
also,en
מם,en_from_he
ולכפ טנ,ru_from_he
ЕМСМ,he_from_ru
<NHS,he_from_en
דבר,he
ЯТШ,he_from_ru
over,en
GUAV,he_from_en
ршы фдыщ,en_from_ru
vtcnj ukfp,ru_from_en
KJO,he_from_en
GK,he_from_en
into,en
take,en
רואה,he
по,ru
МГЕ,he_from_ru
",snm d",ru_from_en
how,en
ВЩ,he_from_ru
it,en
how,en
AO FSH,he_from_en
NH HU<R,he_from_en
ולכפ,ru_from_he
לנ׳ח טכךח,ru_from_he
gjl,ru_from_en
זמן,he
חט,ru_from_he
שמש,he
if,en
сейчас,ru
גם,he
HUO T<V,he_from_en
GO NH,he_from_en
ща,en_from_ru
bvtnm,ru_from_en
С ПЛ,he_from_ru
lheu,ru_from_en
time,en
מחמ וחלחגכ,ru_from_he
NV,he_from_en
VUT TCK,he_from_en
ПЩ,he_from_ru
א׳ם למם׳,en_from_he
еру щмук,en_from_ru
ВЩ ФЩ,he_from_ru
איןמל,en_from_he
же,ru
T< C,he_from_en
סאלחגאר פךאבצ,ru_from_he
штещ,en_from_ru
стоять,ru
djn,ru_from_en
НГС,he_from_ru
she,en
םוא ךםםל,en_from_he
pltcm 'nj,ru_from_en
М МРМ,he_from_ru
первый,ru
щмук црут,en_from_ru
ספר,he
JUAC HFUK,he_from_en
фе ерфт,en_from_ru
TUNR TUNR,he_from_en
ЫСК,he_from_ru
NAPJV SCR,he_from_en
bp ybxnj,ru_from_en
שךך םהקר,en_from_he
דיק,en_from_he
עאיגד/ רחוךכ,ru_from_he
GHR NAPJV,he_from_en
אשלק,en_from_he
she,en
חךנט ךחה,ru_from_he
<NHS GK,he_from_en
blnb j,ru_from_en
כן,he
фдд фищге,en_from_ru
הוא,he
СЕ,he_from_ru
nj bp,ru_from_en
ckjdj bvtnm,ru_from_en
איןמל מם,en_from_he
когда,ru
ק בלחגח,ru_from_he
then,en
רחמחיד/ ר,ru_from_he
ЕБМ,he_from_ru
למה,he
ьн,en_from_ru
один,ru
шеы,en_from_ru
ךח תדמצ,ru_from_he
יודע,he
well,en
בכה ברכפכמצ,ru_from_he
זה,he
היה,he
עחך ולכפ,ru_from_he
his,en
מה,he
זה,he
RE XPR,he_from_en
"kbwj ,snm",ru_from_en
time,en
РФ,he_from_ru
gj,ru_from_en
אא,ru_from_he
NHO,he_from_en
ф иу,en_from_ru
фы ыфн,en_from_ru
רכרח/,ru_from_he
РГЫП,he_from_ru
jyf,ru_from_en
כן,he
also,en
jyf,ru_from_en
FI ZV,he_from_en
dct,ru_from_en
РАГЛ ЯТШ,he_from_ru
ףא,ru_from_he
שךך מם,en_from_he
רחמחיד/,ru_from_he
me,en
her,en
come,en
למם׳,en_from_he
׳םוךג,en_from_he
ש,en_from_he
איפה,he
КГЬМ,he_from_ru
there,en
אישמ םמ,en_from_he
אני,he
כןרדא ׳שט,en_from_he
ше,en_from_ru
וחלחגכ פכ,ru_from_he
мочь,ru
כןרדא,en_from_he
ФЩ ЕРФ,he_from_ru
lkz 'njn,ru_from_en
יכפ רכר,ru_from_he
C,he_from_en
לנ׳ח ךיקו,ru_from_he
дом,ru
FSH,he_from_en
МГЕ,he_from_ru
look,en
;bpym,ru_from_en
цшдд рфму,en_from_ru
מחףא ר,ru_from_he
TU,he_from_en
ZNI FI,he_from_en
М ТЕГЫ,he_from_ru
RE,he_from_en
איןד,en_from_he
דשט ׳יןבי,en_from_he
נךמנ טכ,ru_from_he
пщ,en_from_ru
цфн иу,en_from_ru
свой,ru
nfrjq jyf,ru_from_en
over,en
ZV,he_from_en
אני,he
что,ru
רק,he
a,en
ПГФМ ЕЩ,he_from_ru
TVCV VHV,he_from_en
ds jlby,ru_from_en
ФЛ,he_from_ru
ТФЗОМ ЛОЩ,he_from_ru
быть,ru
dct gj,ru_from_en
צק שךדם,en_from_he
МРМ ТЕГЫ,he_from_ru
בית,he
עכשיו,he
גשט,en_from_he
כל,he
מי,he
зущзду,en_from_ru
ספר,he
CT HU<R,he_from_en
очень,ru
ЕРФ РГЩ,he_from_ru
гз нщгк,en_from_ru
in,en
יקר,en_from_he
MRHL GO,he_from_en
ещ,en_from_ru
ЕМСМ,he_from_ru
HFUK GK,he_from_en
אם שמט,en_from_he
צק ׳שט,en_from_he
לא,he
ujl,ru_from_en
KJO SRL,he_from_en
׳ים ׳יןבי,en_from_he
lj gj,ru_from_en
וחך,ru_from_he
רואה,he
r vjxm,ru_from_en
щге ерун,en_from_ru
מד וךא,ru_from_he
цудд ерфт,en_from_ru
צריך,he
если,ru
ZNI HKS,he_from_en
רואה,he
נט םמ,en_from_he
vs,ru_from_en
T<,he_from_en
xtkjdtr,ru_from_en
црщ шт,en_from_ru
АЛ КГЕМ,he_from_ru
עם,he
ב,he
VHV,he_from_en
C AK,he_from_en
весь,ru
cdjq,ru_from_en
ЯТШ,he_from_ru
РФ,he_from_ru
если,ru
שנםוא,en_from_he
ТР РФ,he_from_ru
ANA,he_from_en
весь,ru
their,en
חושב,he
גם,he
ךחה,ru_from_he
ספר,he
תדמצ,ru_from_he
no,en
crfpfnm,ru_from_en
דשט בםוךג,en_from_he
שמש,he
ג,ru_from_he
HKS,he_from_en
זמן,he
SCR FI,he_from_en
טוב,he
AO FH,he_from_en
ЯТШ,he_from_ru
TCK HA,he_from_en
даже,ru
ЬКРД,he_from_ru
даже,ru
טוב,he
נךמנ בגח/,ru_from_he
vs,ru_from_en
по,ru
there,en
ףא ר,ru_from_he
שךך ׳םוךג,en_from_he
щмук пшму,en_from_ru
KT TUNR,he_from_en
за,ru
еруыу,en_from_ru
C GHR,he_from_en
ПРК,he_from_ru
тщ гы,en_from_ru
back,en
kbwj cfv,ru_from_en
צריך,he
ujl,ru_from_en
ק רמח,ru_from_he
<NHS,he_from_en
TR>,he_from_en
ןמאם,en_from_he
туц,en_from_ru
ЫСК,he_from_ru
ילד,he
יק ךםםל,en_from_he
איקצ שא,en_from_he
look,en
׳שמא שךך,en_from_he
иметь,ru
בגח/ באתז,ru_from_he
של,he
RUTV,he_from_en
טח,ru_from_he
כ,ru_from_he
jxtym ntgthm,ru_from_en
crfpfnm,ru_from_en
e;,ru_from_en
these,en
only,en
טםור,en_from_he
טנסמח,ru_from_he
r,ru_from_en
lheu,ru_from_en
GK FSH,he_from_en
FH FI,he_from_en
там,ru
штещ ерун,en_from_ru
вы,ru
למם׳,en_from_he
מח,ru_from_he
ерштл ифсл,en_from_ru
שמש,he
היה,he
М,he_from_ru
FTI ANA,he_from_en
ЬКРД ПАФРГ,he_from_ru
צריך,he
ыуу лтщц,en_from_ru
so,en
כאן,he
TCK,he_from_en
я,ru
חךנט,ru_from_he
׳םוךג,en_from_he
HKS T<V,he_from_en
они,ru
בגח/ ז,ru_from_he
ןכ,en_from_he
time,en
שנםוא טםור,en_from_he
ЧЗК,he_from_ru
after,en
<NHS,he_from_en
׳םוךג,en_from_he
צריך,he
אתה,he
when,en
יןצ איקןר,en_from_he
кто,ru
щге ршы,en_from_ru
לחם,he
xnj b,ru_from_en
get,en
тщ,en_from_ru
ןמאם שא,en_from_he
N<H ZNI,he_from_en
dhtvz,ru_from_en
иусфгыу ща,en_from_ru
then,en
себя,ru
HFUK ZV,he_from_en
החסצ,ru_from_he
טנ עחך,ru_from_he
ьщые щмук,en_from_ru
ее,ru
טכ,ru_from_he
njkmrj,ru_from_en
фаеук фтн,en_from_ru
под,ru
ли,ru
ьщые,en_from_ru
ח עחמחה,ru_from_he
yt,ru_from_en
day,en
רחמחיד/,ru_from_he
gj,ru_from_en
ЕРЗМ РЛЫ,he_from_ru
время,ru
עכשיו,he
about,en
иу,en_from_ru
פעם,he
ףנפטצ,ru_from_he
",מחמ",ru_from_he
ןכ עקא,en_from_he
ЫКД,he_from_ru
пшму,en_from_ru
טוב,he
HUO HKS,he_from_en
RUTV HKS,he_from_en
ПАФРГ,he_from_ru
איקרק איןד,en_from_he
N<H ZV,he_from_en
cfv,ru_from_en
בםוךג,en_from_he
ЛЕ ЫКД,he_from_ru
איקצ שמג,en_from_he
",מח",ru_from_he
пшму ршь,en_from_ru
фдыщ акщь,en_from_ru
רחמחיד/ טא,ru_from_he
шт ерушк,en_from_ru
РЛЫ ЕГ,he_from_ru
АР,he_from_ru
THA XPR,he_from_en
אתה,he
lkz,ru_from_en
ЯМ,he_from_ru
דשט,en_from_he
hfp,ru_from_en
ירח,he
С,he_from_ru
ьу сщгдв,en_from_ru
ברכפכמצ,ru_from_he
ерут ыфн,en_from_ru
фе,en_from_ru
מים,he
ק,ru_from_he
ТЕГЫ,he_from_ru
מי,he
ЯМ,he_from_ru
׳ןךך איקרק,en_from_he
KT HKS,he_from_en
these,en
МГЕ РАГЛ,he_from_ru
шеы,en_from_ru
ьн дшлу,en_from_ru
me,en
АЫР,he_from_ru
фтв акщь,en_from_ru
ьщые,en_from_ru
гы щту,en_from_ru
שךדם םוא,en_from_he
"hf,jnf lkz",ru_from_en
אתה,he
עם,he
ה,he
AO ZV,he_from_en
מים,he
njn blnb,ru_from_en
לנ ךח,ru_from_he
טח,ru_from_he
весь,ru
человек,ru
GUAV NH,he_from_en
ешьу еруыу,en_from_ru
שךדם אם,en_from_he
איפה,he
",snm",ru_from_en
шт ьфлу,en_from_ru
איקט,en_from_he
тщц сщгдв,en_from_ru
ЕГ Л,he_from_ru
ךכףא טח,ru_from_he
быть,ru
ךח,ru_from_he
פעם,he
שכאקר ךןלק,en_from_he
it,en
רק,he
חיים,he
GUAV TU,he_from_en
יותר,he
way,en
rnj ukfp,ru_from_en
идти,ru
ЫСК,he_from_ru
איןמל,en_from_he
мочь,ru
ZV,he_from_en
до,ru
весь,ru
V ZNI,he_from_en
RE,he_from_en
בא,he
ns jyb,ru_from_en
сам,ru
סאלחגאר טנסמח,ru_from_he
же,ru
will,en
ЕРД,he_from_ru
עחך מאעאיצ,ru_from_he
רכר ר,ru_from_he
rjulf,ru_from_en
фдд гыу,en_from_ru
быть,ru
e ckjdj,ru_from_en
это,ru
z dct,ru_from_en
e;,ru_from_en
"hf,jnf dct",ru_from_en
as,en
מחלצרח,ru_from_he
my,en
год,ru
which,en
נהאמצ יכפ,ru_from_he
איפה,he
РГЩ,he_from_ru
yb,ru_from_en
דבר,he
out,en
טוב,he
даже,ru
ершы зущзду,en_from_ru
теперь,ru
עח,ru_from_he
ds,ru_from_en
איקןר צק,en_from_he
вщ,en_from_ru
пуе,en_from_ru
С ФЩ,he_from_ru
NH THPV,he_from_en
דם דשט,en_from_he
"xnj,s",ru_from_en
גם,he
בא,he
ךיקו,ru_from_he
ЕГТК ТФЗОМ,he_from_ru
THL DO,he_from_en
משפחה,he
םמ,en_from_he
SRL,he_from_en
сфт сщгдв,en_from_ru
what,en
